trans_id	strand	gene_id	gene_name	gene_start	gene_stop	trans_start	trans_stop	CDS_length	5UTR_length	3UTR_length	transcript_length
ENST00000215057	-	ENSG00000099326	MZF1	58561933	58573575	562	2766	2205	561	139	2905
ENST00000215095	-	ENSG00000099365	STX1B	30989256	31010661	266	1132	867	265	3565	4697
ENST00000215368	+	ENSG00000099617	EFNA2	1286154	1300237	16	657	642	15	292	949
ENST00000215375	+	ENSG00000099624	ATP5D	1241750	1244826	102	608	507	101	389	997
ENST00000215479	-	ENSG00000099721	AMELY	6865918	6874027	69	650	582	68	152	802
ENST00000215530	+	ENSG00000070388	FGF22	639895	644371	32	544	513	31	767	1311
ENST00000215531	-	ENSG00000095932	SMIM24	3473986	3480542	80	472	393	79	857	1329
ENST00000215565	-	ENSG00000099795	NDUFB7	14566078	14572062	63	476	414	62	55	531
ENST00000215570	-	ENSG00000099800	TIMM13	2425624	2427894	362	649	288	361	1324	1973
ENST00000215574	+	ENSG00000099804	CDC34	531712	542092	221	931	711	220	540	1471
ENST00000215582	+	ENSG00000099812	MISP	751126	764318	104	2143	2040	103	728	2871
ENST00000215631	+	ENSG00000099860	GADD45B	2476127	2478259	233	715	483	232	658	1373
ENST00000215659	-	ENSG00000188130	MAPK12	50252903	50261825	317	1420	1104	316	498	1918
ENST00000215727	+	ENSG00000099937	SERPIND1	20773879	20787720	284	1783	1500	283	654	2437
ENST00000215730	+	ENSG00000099940	SNAP29	20858983	20891218	129	905	777	128	3382	4287
ENST00000215739	+	ENSG00000099949	LZTR1	20982013	20999038	360	2882	2523	359	1690	4572
ENST00000215742	-	ENSG00000184436	THAP7	20999772	21002086	176	1105	930	175	108	1213
ENST00000215743	+	ENSG00000099953	MMP11	23772819	23784316	53	1519	1467	52	772	2291
ENST00000215754	+	ENSG00000240972	MIF	23894004	23895226	472	819	348	471	120	939
ENST00000215770	+	ENSG00000099974	DDTL	23966901	23972532	15	419	405	14	1126	1545
ENST00000215781	-	ENSG00000099985	OSM	30262829	30266840	42	800	759	41	1054	1854
ENST00000215790	-	ENSG00000099992	TBC1D10A	30291990	30327046	166	1692	1527	165	385	2077
ENST00000215793	-	ENSG00000099995	SF3A1	30331988	30356947	156	2537	2382	155	2606	5143
ENST00000215794	+	ENSG00000184979	USP18	18149899	18177397	431	1549	1119	430	580	2129
ENST00000215829	+	ENSG00000100028	SNRPD3	24555503	24572772	588	968	381	587	795	1763
ENST00000215832	-	ENSG00000100030	MAPK1	21754500	21867629	190	1272	1083	189	9750	11022
ENST00000215838	+	ENSG00000185339	TCN2	30606838	30627278	495	1778	1284	494	757	2535
ENST00000215855	+	ENSG00000100053	CRYBB3	25199850	25207363	81	716	636	80	151	867
ENST00000215882	-	ENSG00000100075	SLC25A1	19175575	19178830	158	1093	936	157	555	1648
ENST00000215885	-	ENSG00000100078	PLA2G3	31134809	31140607	254	1783	1530	253	914	2697
ENST00000215886	-	ENSG00000100079	LGALS2	37570246	37580080	176	574	399	175	17	591
ENST00000215904	+	ENSG00000241360	PDXP	37658727	37666934	57	947	891	56	1063	2010
ENST00000215906	+	ENSG00000128203	ASPHD2	26429273	26445015	439	1548	1110	438	1809	3357
ENST00000215909	+	ENSG00000100097	LGALS1	37675608	37679806	96	503	408	95	57	560
ENST00000215912	-	ENSG00000100100	PIK3IP1	31281593	31292528	185	976	792	184	1491	2467
ENST00000215917	+	ENSG00000100104	SRRD	26483877	26494658	15	1034	1020	14	2986	4020
ENST00000215939	-	ENSG00000100122	CRYBB1	26599278	26618088	132	890	759	131	212	1102
ENST00000215941	-	ENSG00000100124	ANKRD54	37830855	37844431	194	1096	903	193	1088	2184
ENST00000215957	+	ENSG00000100139	MICALL1	37906297	37942822	127	2718	2592	126	1992	4710
ENST00000216014	+	ENSG00000100196	KDELR3	38468062	38483447	173	817	645	172	911	1728
ENST00000216024	-	ENSG00000100206	DMC1	38518949	38570286	278	1300	1023	277	1071	2371
ENST00000216027	+	ENSG00000100209	HSCB	28742031	28757510	66	773	708	65	341	1114
ENST00000216034	+	ENSG00000100216	TOMM22	38681948	38685421	32	460	429	31	1580	2040
ENST00000216036	-	ENSG00000100218	RSPH14	23059415	23142093	198	1244	1047	197	47	1291
ENST00000216037	-	ENSG00000100219	XBP1	28794555	28800597	74	859	786	73	991	1850
ENST00000216038	-	ENSG00000100220	RTCB	32387582	32412255	100	1617	1518	99	410	2027
ENST00000216039	-	ENSG00000100221	JOSD1	38685543	38700667	681	1289	609	680	2359	3648
ENST00000216044	+	ENSG00000100226	GTPBP1	38705723	38733587	234	2243	2010	233	2883	5126
ENST00000216068	-	ENSG00000100246	DNAL4	38778508	38794173	246	563	318	245	941	1504
ENST00000216071	-	ENSG00000100249	C22orf31	29058672	29061844	53	925	873	52	70	995
ENST00000216080	-	ENSG00000100258	LMF2	50502951	50507684	170	2218	2049	169	440	2658
ENST00000216085	-	ENSG00000100263	RHBDD3	29259852	29267978	426	1586	1161	425	208	1794
ENST00000216099	+	ENSG00000243811	APOBEC3D	39021113	39033276	408	1568	1161	407	960	2528
ENST00000216106	+	ENSG00000100281	HMGXB4	35257498	35295764	129	1934	1806	128	2113	4047
ENST00000216115	+	ENSG00000100290	BIK	43110748	43129712	64	546	483	63	407	953
ENST00000216117	+	ENSG00000100292	HMOX1	35380835	35394214	340	1206	867	339	616	1822
ENST00000216121	-	ENSG00000184117	NIPSNAP1	29554808	29581337	256	1110	855	255	1127	2237
ENST00000216122	+	ENSG00000100297	MCM5	35400063	35425430	155	2359	2205	154	1175	3534
ENST00000216124	-	ENSG00000100299	ARSA	50625018	50628172	394	1923	1530	393	127	2050
ENST00000216127	+	ENSG00000100302	RASD2	35540868	35554001	643	1443	801	642	1969	3412
ENST00000216129	-	ENSG00000100304	TTLL12	43166622	43187133	65	1999	1935	64	1386	3385
ENST00000216133	-	ENSG00000100307	CBX7	39130772	39152650	207	962	756	206	3119	4081
ENST00000216139	+	ENSG00000100312	ACR	50738196	50745334	41	1306	1266	40	127	1433
ENST00000216144	+	ENSG00000100314	CABP7	29720084	29731839	342	989	648	341	2270	3259
ENST00000216146	-	ENSG00000100316	RPL3	39312884	39319771	175	1386	1212	174	56	1442
ENST00000216160	+	ENSG00000100324	TAB1	39399741	39431882	63	1577	1515	62	1660	3237
ENST00000216177	-	ENSG00000100341	PNPLA5	43879679	43892013	134	1423	1290	133	1116	2539
ENST00000216180	+	ENSG00000100344	PNPLA3	43923739	43947568	174	1619	1446	173	1186	2805
ENST00000216181	-	ENSG00000100345	MYH9	36281281	36388018	232	6114	5883	231	1387	7501
ENST00000216185	-	ENSG00000100348	TXN2	36467036	36482030	468	968	501	467	768	1736
ENST00000216190	-	ENSG00000100353	EIF3D	36510850	36529436	372	2018	1647	371	137	2155
ENST00000216200	-	ENSG00000100362	PVALB	36800684	36819479	57	389	333	56	206	595
ENST00000216211	+	ENSG00000100373	UPK3A	45284982	45295874	33	896	864	32	155	1051
ENST00000216214	+	ENSG00000100376	FAM118A	45308982	45341955	835	1908	1074	834	1550	3458
ENST00000216218	-	ENSG00000100380	ST13	40824535	40857022	483	1592	1110	482	2003	3595
ENST00000216223	-	ENSG00000100385	IL2RB	37125838	37149990	200	1855	1656	199	2258	4113
ENST00000216225	+	ENSG00000100387	RBX1	40951359	40973309	41	367	327	40	821	1188
ENST00000216237	+	ENSG00000100395	L3MBTL2	41205205	41231271	159	2276	2118	158	1020	3296
ENST00000216241	-	ENSG00000100399	CHADL	41229513	41240934	54	2342	2289	53	191	2533
ENST00000216252	-	ENSG00000100410	PHF5A	41459717	41468725	73	405	333	72	681	1086
ENST00000216259	-	ENSG00000100417	PMM1	41576894	41589890	86	874	789	85	424	1298
ENST00000216264	-	ENSG00000100422	CERK	46684411	46738261	114	1727	1614	113	2723	4450
ENST00000216268	+	ENSG00000100426	ZBED4	49853842	49890078	478	3993	3516	477	2900	6893
ENST00000216271	-	ENSG00000100429	HDAC10	50245183	50251385	354	2363	2010	353	324	2687
ENST00000216274	-	ENSG00000129465	RIPK3	24336021	24340045	220	1776	1557	219	154	1930
ENST00000216277	+	ENSG00000090060	PAPOLA	96502373	96567111	221	2458	2238	220	2061	4519
ENST00000216286	-	ENSG00000087303	NID2	52004803	52068994	1	4128	4128	0	683	4811
ENST00000216294	+	ENSG00000023608	SNAPC1	61762357	61796428	105	1211	1107	104	1445	2656
ENST00000216297	-	ENSG00000092201	SUPT16H	21351472	21384266	340	3483	3144	339	1201	4684
ENST00000216330	-	ENSG00000100442	FKBP3	45115600	45135319	412	1086	675	411	598	1684
ENST00000216336	-	ENSG00000100448	CTSG	24573556	24576260	38	805	768	37	81	886
ENST00000216338	-	ENSG00000100450	GZMH	24606480	24609658	46	786	741	45	123	909
ENST00000216341	-	ENSG00000100453	GZMB	24630954	24634267	108	851	744	107	117	968
ENST00000216373	-	ENSG00000100485	SOS2	50117120	50231558	276	4274	3999	275	1224	5498
ENST00000216378	-	ENSG00000100490	CDKL1	50331927	50397404	646	1476	831	645	733	2209
ENST00000216392	-	ENSG00000100504	PYGL	50905221	50944736	334	2877	2544	333	171	3048
ENST00000216410	-	ENSG00000100522	GNPNAT1	52775194	52791601	189	743	555	188	3117	3860
ENST00000216416	-	ENSG00000100528	CNIH1	54423560	54441431	105	539	435	104	4254	4793
ENST00000216420	+	ENSG00000100532	CGRRF1	54509828	54539309	133	1131	999	132	926	2057
ENST00000216442	-	ENSG00000100554	ATP6V1D	67338071	67360249	552	1295	744	551	550	1845
ENST00000216445	-	ENSG00000100557	C14orf105	57469301	57493852	138	1028	891	137	2054	3082
ENST00000216446	-	ENSG00000100558	PLEK2	67386983	67412200	142	1203	1062	141	346	1549
ENST00000216452	-	ENSG00000100564	PIGH	67589311	67600287	85	651	567	84	769	1420
ENST00000216455	+	ENSG00000100567	PSMA3	58244831	58272007	91	858	768	90	112	970
ENST00000216468	-	ENSG00000100580	TMED8	77335021	77377109	57	1034	978	56	6750	7784
ENST00000216471	+	ENSG00000100583	SAMD15	77377133	77391497	287	2311	2025	286	253	2564
ENST00000216479	+	ENSG00000100591	AHSA1	77458030	77469474	161	1177	1017	160	225	1402
ENST00000216484	-	ENSG00000100596	SPTLC2	77505997	77616773	195	1883	1689	194	6287	8170
ENST00000216489	-	ENSG00000100601	ALKBH1	77672404	77708020	17	1186	1170	16	1408	2594
ENST00000216492	+	ENSG00000100604	CHGA	92923080	92935293	281	1654	1374	280	409	2063
ENST00000216500	-	ENSG00000100612	DHRS7	60144120	60169856	457	1476	1020	456	846	2322
ENST00000216513	-	ENSG00000100625	SIX4	60709528	60724134	61	2406	2346	60	3879	6285
ENST00000216540	-	ENSG00000100652	SLC10A1	69775417	69797289	135	1184	1050	134	865	2049
ENST00000216554	+	ENSG00000100664	EIF5	103334002	103345025	677	1972	1296	676	3973	5945
ENST00000216602	+	ENSG00000100711	ZFYVE21	103715730	103733668	113	871	759	112	650	1521
ENST00000216629	+	ENSG00000100739	BDKRB1	96255824	96264763	607	1668	1062	606	19	1687
ENST00000216639	+	ENSG00000100749	VRK1	96797304	96881613	150	1340	1191	149	405	1745
ENST00000216714	+	ENSG00000100823	APEX1	20455195	20457767	269	1225	957	268	259	1484
ENST00000216733	-	ENSG00000100842	EFS	23356402	23365633	609	2294	1686	608	824	3118
ENST00000216756	-	ENSG00000100865	CINP	102348282	102362892	42	680	639	41	275	955
ENST00000216797	-	ENSG00000100906	NFKBIA	35401511	35404746	103	1056	954	102	502	1558
ENST00000216802	-	ENSG00000100911	PSME2	24143365	24147221	641	1360	720	640	44	1404
ENST00000216807	+	ENSG00000100916	BRMS1L	35826318	35871963	200	1171	972	199	1486	2657
ENST00000216832	+	ENSG00000100941	PNN	39175213	39183218	68	2221	2154	67	1355	3576
ENST00000216862	-	ENSG00000019186	CYP24A1	54153449	54173973	395	1939	1545	394	1323	3262
ENST00000216877	+	ENSG00000132670	PTPRA	2873489	3039076	401	2782	2382	400	943	3725
ENST00000216879	-	ENSG00000088833	NSFL1C	1442162	1467692	869	1981	1113	868	1587	3568
ENST00000216923	-	ENSG00000020256	ZFP64	52151278	52191986	351	2396	2046	350	868	3264
ENST00000216951	-	ENSG00000100983	GSS	34928430	34955817	100	1524	1425	99	398	1922
ENST00000216962	+	ENSG00000100994	PYGB	25248069	25298014	111	2642	2532	110	1492	4134
ENST00000216968	+	ENSG00000101000	PROCR	35172073	35177362	83	799	717	82	549	1348
ENST00000217043	+	ENSG00000101074	R3HDML	44336986	44351235	173	934	762	172	443	1377
ENST00000217086	-	ENSG00000101115	SALL4	51782331	51802520	113	3274	3162	112	1934	5208
ENST00000217109	+	ENSG00000101138	CSTF1	56392394	56406369	353	1648	1296	352	2642	4290
ENST00000217121	+	ENSG00000101150	TPD52L2	63865294	63891545	73	762	690	72	1600	2362
ENST00000217131	-	ENSG00000101160	CTSZ	58995185	59007247	120	1031	912	119	464	1495
ENST00000217133	+	ENSG00000101162	TUBB1	59019254	59026654	270	1625	1356	269	1871	3496
ENST00000217159	+	ENSG00000101187	SLCO4A1	62642445	62672295	206	2374	2169	205	402	2776
ENST00000217169	+	ENSG00000101197	BIRC7	63235883	63240507	215	1111	897	214	257	1368
ENST00000217173	-	ENSG00000185019	UBOX5	3107573	3160196	473	2098	1626	472	2533	4631
ENST00000217182	-	ENSG00000101210	EEF1A2	63488013	63499315	330	1721	1392	329	285	2006
ENST00000217188	-	ENSG00000125508	SRMS	63540810	63547504	42	1508	1467	41	8	1516
ENST00000217233	+	ENSG00000101255	TRIB3	380617	397559	554	1630	1077	553	869	2499
ENST00000217244	-	ENSG00000101266	CSNK2A1	481097	543821	377	1552	1176	376	2864	4416
ENST00000217246	+	ENSG00000172264	MACROD2	13995369	16053197	396	1673	1278	395	3321	4994
ENST00000217260	-	ENSG00000101282	RSPO4	958452	1002261	98	802	705	97	1905	2707
ENST00000217270	-	ENSG00000101292	PROKR2	5302040	5314369	1	1155	1155	0	0	1155
ENST00000217289	-	ENSG00000101311	FERMT1	6074845	6123544	790	2823	2034	789	2328	5151
ENST00000217315	+	ENSG00000101337	TM9SF4	32109736	32167258	341	2218	1878	340	1814	4032
ENST00000217320	+	ENSG00000101342	TLDC2	36876131	36894235	45	692	648	44	1391	2083
ENST00000217381	-	ENSG00000101400	SNTA1	33407955	33443892	273	1790	1518	272	552	2342
ENST00000217386	+	ENSG00000101405	OXT	3071620	3072517	37	414	378	36	99	513
ENST00000217402	+	ENSG00000101421	CHMP4B	33811304	33854366	166	840	675	165	806	1646
ENST00000217407	+	ENSG00000129988	LBP	38346356	38377023	162	1607	1446	161	354	1961
ENST00000217420	+	ENSG00000101438	SLC32A1	38724462	38729372	264	1841	1578	263	733	2574
ENST00000217423	-	ENSG00000101441	CST4	23685640	23689040	72	497	426	71	254	751
ENST00000217428	-	ENSG00000101446	SPINT3	45512461	45515624	17	286	270	16	190	476
ENST00000217446	-	ENSG00000101464	PIGU	34560542	34677085	1	1308	1308	0	324	1632
ENST00000217455	-	ENSG00000101473	ACOT8	45841721	45857406	92	1051	960	91	117	1168
ENST00000217456	-	ENSG00000101474	APMAP	24962925	24992979	292	1542	1251	291	888	2430
ENST00000217515	-	ENSG00000091164	TXNL1	56597208	56638645	206	1075	870	205	5819	6894
ENST00000217652	+	ENSG00000101608	MYL12A	3247530	3256236	396	911	516	395	318	1229
ENST00000217740	+	ENSG00000101695	RNF125	32018372	32073213	493	1191	699	492	4829	6020
ENST00000217909	+	ENSG00000077713	SLC25A43	119399060	119454478	345	1370	1026	344	1413	2783
ENST00000217926	-	ENSG00000123569	H2BFWT	104011147	104013687	28	555	528	27	339	894
ENST00000217939	-	ENSG00000101825	MXRA5	3308565	3346641	156	8642	8487	155	1151	9793
ENST00000217958	-	ENSG00000101843	PSMD10	108084207	108091618	99	779	681	98	767	1546
ENST00000217961	+	ENSG00000101846	STS	7219456	7354810	221	1972	1752	220	4549	6521
ENST00000217964	+	ENSG00000101849	TBL1X	9465008	9719743	641	2374	1734	640	3497	5871
ENST00000217971	+	ENSG00000101856	PGRMC1	119236253	119244466	112	699	588	111	1212	1911
ENST00000217999	-	ENSG00000101883	RHOXF1	120109053	120115937	76	630	555	75	139	769
ENST00000218004	+	ENSG00000101888	NXT2	109535781	109544684	103	696	594	102	1996	2692
ENST00000218006	-	ENSG00000101890	GUCY2F	109372906	109482072	293	3619	3327	292	95	3714
ENST00000218032	+	ENSG00000101916	TLR8	12906620	12923169	88	3213	3126	87	1003	4216
ENST00000218068	+	ENSG00000101951	PAGE4	49829303	49833973	80	388	309	79	111	499
ENST00000218075	+	ENSG00000101958	GLRA2	14529528	14731812	531	1889	1359	530	1327	3216
ENST00000218099	+	ENSG00000101981	F9	139530758	139563458	8	1393	1386	7	1387	2780
ENST00000218104	+	ENSG00000101986	ABCD1	153724868	153744762	400	2637	2238	399	1027	3664
ENST00000218176	-	ENSG00000102057	KCND1	48961386	48971569	1299	3242	1944	1298	1195	4437
ENST00000218200	+	ENSG00000102081	FMR1	147911951	147951112	230	2065	1836	229	2268	4333
ENST00000218224	+	ENSG00000102103	PQBP1	48898253	48903142	258	1055	798	257	58	1113
ENST00000218230	-	ENSG00000102109	PCSK1N	48831094	48835633	102	884	783	101	166	1050
ENST00000218249	+	ENSG00000102128	RAB40AL	102937272	102938300	48	884	837	47	145	1029
ENST00000218316	+	ENSG00000102195	GPR50	151176653	151181465	70	1923	1854	69	28	1951
ENST00000218340	+	ENSG00000102218	RP2	46836940	46882358	162	1214	1053	161	2589	3803
ENST00000218432	+	ENSG00000102309	PIN4	72181676	72198337	36	371	336	35	1409	1780
ENST00000218436	-	ENSG00000102313	ITIH6	54748899	54798240	31	3972	3942	30	996	4968
ENST00000218516	-	ENSG00000102393	GLA	101397803	101407925	23	1312	1290	22	6	1318
ENST00000218721	+	ENSG00000102539	MLNR	49220338	49222377	1	1239	1239	0	0	1239
ENST00000218867	+	ENSG00000102683	SGCG	23180952	23325165	125	1000	876	124	624	1624
ENST00000218981	-	ENSG00000102796	DHRS12	51767995	51804157	113	841	729	112	1129	1970
ENST00000219022	+	ENSG00000102837	OLFM4	53028759	53052057	79	1611	1533	78	1286	2897
ENST00000219066	-	ENSG00000065057	NTHL1	2039815	2047866	20	958	939	19	109	1067
ENST00000219069	+	ENSG00000006194	ZNF263	3282943	3291460	877	2928	2052	876	902	3830
ENST00000219070	+	ENSG00000087245	MMP2	55478971	55506691	510	2492	1983	509	1249	3741
ENST00000219139	+	ENSG00000125149	C16orf70	67109988	67148539	189	1457	1269	188	1408	2865
ENST00000219150	+	ENSG00000102879	CORO1A	30183422	30189076	306	1691	1386	305	112	1803
ENST00000219162	+	ENSG00000102891	MT4	56565049	56568957	81	269	189	80	25	294
ENST00000219169	+	ENSG00000102898	NUTF2	67846732	67872567	284	667	384	283	1654	2321
ENST00000219197	-	ENSG00000102924	CBLN1	49277917	49281831	367	948	582	366	1487	2435
ENST00000219204	+	ENSG00000102931	ARL2BP	57245098	57253635	271	762	492	270	1368	2130
ENST00000219235	+	ENSG00000102962	CCL22	57358772	57366190	46	327	282	45	2602	2929
ENST00000219244	+	ENSG00000102970	CCL17	57404767	57416062	130	414	285	129	201	615
ENST00000219252	+	ENSG00000102978	POLR2C	57462387	57472010	339	1166	828	338	891	2057
ENST00000219271	+	ENSG00000102996	MMP15	58025566	58046901	786	2795	2010	785	1455	4250
ENST00000219281	+	ENSG00000103005	USB1	58001373	58021618	112	909	798	111	1373	2282
ENST00000219299	+	ENSG00000103021	CCDC113	58249936	58283836	80	1213	1134	79	4059	5272
ENST00000219301	-	ENSG00000103023	PRSS54	58279997	58295047	396	1583	1188	395	227	1810
ENST00000219302	-	ENSG00000103024	NME3	1770286	1771730	197	706	510	196	363	1069
ENST00000219313	+	ENSG00000103035	PSMD7	74296775	74306288	141	1115	975	140	555	1670
ENST00000219334	-	ENSG00000103056	SMPD3	68358325	68448688	605	2572	1968	604	2881	5453
ENST00000219345	+	ENSG00000103066	PLA2G15	68245344	68261062	84	1322	1239	83	1405	2727
ENST00000219368	-	ENSG00000103089	FA2H	74712955	74774825	71	1189	1119	70	1235	2424
ENST00000219400	-	ENSG00000103121	CMC2	80966448	81007114	417	656	240	416	9645	10301
ENST00000219406	+	ENSG00000185615	PDIA2	283152	287215	19	1596	1578	18	102	1698
ENST00000219409	+	ENSG00000242173	ARHGDIG	280606	283010	76	753	678	75	196	949
ENST00000219439	-	ENSG00000103160	HSDL1	84122281	84145188	178	1170	993	177	2349	3519
ENST00000219454	+	ENSG00000103175	WFDC1	84294646	84329851	327	989	663	326	545	1534
ENST00000219473	+	ENSG00000103194	USP10	84699978	84779581	114	2510	2397	113	499	3009
ENST00000219476	+	ENSG00000103197	TSC2	2047465	2088712	631	6054	5424	630	102	6156
ENST00000219478	-	ENSG00000103199	ZNF500	4748239	4767218	301	1743	1443	300	4137	5880
ENST00000219481	+	ENSG00000242612	DECR2	401826	412487	139	1017	879	138	598	1615
ENST00000219551	+	ENSG00000103269	RHBDL1	676075	678268	28	1344	1317	27	216	1560
ENST00000219596	-	ENSG00000103313	MEFV	3242028	3256627	41	2386	2346	40	1113	3499
ENST00000219599	-	ENSG00000103316	CRYM	21258521	21303051	267	1211	945	266	260	1471
ENST00000219611	+	ENSG00000103326	CAPN15	527856	554636	364	3624	3261	363	1120	4744
ENST00000219660	+	ENSG00000103375	AQP8	25216921	25228940	126	911	786	125	448	1359
ENST00000219689	-	ENSG00000103404	USP31	23061406	23149270	1	4059	4059	0	6640	10699
ENST00000219746	-	ENSG00000103460	TOX3	52438008	52547008	286	2016	1731	285	1217	3233
ENST00000219782	+	ENSG00000103495	MAZ	29806596	29811164	107	1588	1482	106	1110	2698
ENST00000219789	-	ENSG00000103502	CDIPT	29858357	29863736	880	1521	642	879	832	2353
ENST00000219837	-	ENSG00000103550	KNOP1	19701934	19718234	80	1456	1377	79	4976	6432
ENST00000219919	+	ENSG00000103569	AQP9	58138196	58185911	371	1258	888	370	1776	3034
ENST00000220003	+	ENSG00000103653	CSK	74782057	74803198	730	2082	1353	729	685	2767
ENST00000220058	-	ENSG00000103707	MTFMT	65001512	65029627	15	1184	1170	14	1550	2734
ENST00000220062	-	ENSG00000103710	RASL12	65053337	65068112	278	1078	801	277	1562	2640
ENST00000220166	-	ENSG00000103811	CTSH	78921058	78945091	111	1118	1008	110	1072	2190
ENST00000220325	-	ENSG00000103966	EHD4	41895939	41972578	85	1710	1626	84	4706	6416
ENST00000220420	-	ENSG00000104055	TGM5	43232595	43266857	9	2171	2163	8	596	2767
ENST00000220478	+	ENSG00000104112	SCG3	51681353	51721031	404	1810	1407	403	1505	3315
ENST00000220496	-	ENSG00000104129	DNAJC17	40765155	40807477	32	946	915	31	2785	3731
ENST00000220507	-	ENSG00000104140	RHOV	40872214	40874289	151	861	711	150	844	1705
ENST00000220509	+	ENSG00000104142	VPS18	40894430	40903975	340	3261	2922	339	634	3895
ENST00000220514	-	ENSG00000104147	OIP5	41309268	41332621	61	750	690	60	486	1236
